ee_addr	size	class	cov_status	cov_source	cov_fuzzy	ppc_addr	mangled	demangled	decl_file	conf
0026dda0	396	loop	near	lift	78.62	0030ae00	_ZN2Tz8Selector5SetupEv	Tz::Selector::Setup()		high
002a41f0	396	loop	near	lift	97.02	0035f888	_ZN2Tz10JmTreasure9LeaveListEv	Tz::JmTreasure::LeaveList()		sim-high
002a6a50	396	loop	near	lift	97.37	0035c4c0	_ZN2Tz8JmSynthe5SetupEv	Tz::JmSynthe::Setup()		high
002ae908	396	branchy	near	lift	86.35	00335a00	_ZN2Tz10JmComplete11isWorldCompEi	Tz::JmComplete::isWorldComp(int)		high
002cf4a8	396	float	near	lift	43.68	0064ccdc	_ZN2Ti5MGObj6appearERNS_11MGObjMemberE	Ti::MGObj::appear(Ti::MGObjMember&)		med
00103ca0	392	branchy	near	m2c	38.73	0003c960	_ZN4MENU7MapJumpEv	MENU::MapJump()		med
001376b8	392	float	near	lift	92.45	0007f698	_ZN2dk17TREASURE_BOX_INFO6updateEv	dk::TREASURE_BOX_INFO::update()		high
001be5f0	392	branchy	near	lift	55.58	0042aae8	_ZN2YS13FIELD_COMMAND10make_top_aEv	YS::FIELD_COMMAND::make_top_a()		med
00232738	392	loop	near	lift	80.51	002bfcb4	_ZN2sa5EVENT10audio_ctrlEv	sa::EVENT::audio_ctrl()		high
00244c30	392	loop	near	ghidra	90.42	003c01d0	_ZN2Tz4HEFT13CreateNewMarkEv	Tz::HEFT::CreateNewMark()		high
002491d0	392	loop	near	lift	97.55	003ca5f4	_ZN2Tz4MUMI13CreateNewMarkEv	Tz::MUMI::CreateNewMark()		sim-high
0024aef0	392	loop	near	lift	97.55	003cce8c	_ZN2Tz4TRTE13CreateNewMarkEv	Tz::TRTE::CreateNewMark()		high
0024c6a0	392	loop	near	lift	97.55	003bdbb0	_ZN2Tz4HBTE13CreateNewMarkEv	Tz::HBTE::CreateNewMark()		sim-high
0024e3a8	392	loop	near	lift	97.55	003d194c	_ZN2Tz4TTPT13CreateNewMarkEv	Tz::TTPT::CreateNewMark()		sim-high
0024ec50	392	switch	near	ghidra	46.06	003cfb2c	_ZN2Tz4TTMY8CtrlMenuEv	Tz::TTMY::CtrlMenu()		med
002507a0	392	loop	near	lift	97.55	003c83b0	_ZN2Tz4LMMU13CreateNewMarkEv	Tz::LMMU::CreateNewMark()		med
00257c78	392	loop	near	lift	68.86	003139b8	_ZN2Tz5CmTop9ChkCurPosEv	Tz::CmTop::ChkCurPos()		med
00294020	392	loop	near	m2c	88.32	00347214	_ZN2Tz9JmNewInfo10isAlbumNewEii	Tz::JmNewInfo::isAlbumNew(int, int)		sim-low
00177f50	388	branchy	near	lift	85.02	0047eb7c	_ZN2YS6PLAYERC1EPKNS_8OBJENTRYEiPNS_3PADERKN2kn7FVectorEf	YS::PLAYER::PLAYER(YS::OBJENTRY const*, int, YS::PAD*, kn::FVector const&, float)		sim-high
0018e298	388	branchy	near	lift	88.80	00407148	_ZN2YS11ATTACK_WORK3hitEPNS_6BTLOBJERNS_9COLLISIONE	YS::ATTACK_WORK::hit(YS::BTLOBJ*, YS::COLLISION&)		med
001b3d00	388	branchy	near	lift	90.49	0047b310	_ZN2YS7PIERROT16_OVR_exec_damageEPNS_6DAMAGEE	YS::PIERROT::_OVR_exec_damage(YS::DAMAGE*)		med
00226268	388	branchy	near	m2c	77.49	002d54f8	_ZN2sa5EVENT15readNextMapFileEv	sa::EVENT::readNextMapFile()		high
00240e50	388	loop	near	m2c	72.62	0036a904	_ZN2Tz5MCard13UpdateDirInfoEv	Tz::MCard::UpdateDirInfo()		high
0025da20	388	switch	near	lift	83.93	002fc084	_ZN2Tz6CmLoad7ControlEv	Tz::CmLoad::Control()		high
0026b2c0	388	loop	near	m2c	87.35	003a2198	_ZN2Tz7CmEquip8isApFullEv	Tz::CmEquip::isApFull()		med
002d3568	388	float	near	lift	50.69	00647d28	_ZN2Ti15MGOarashiGimObj16appear_rot_prizeERKNS_9MGOarashi13RotPrizeParamEi	Ti::MGOarashiGimObj::appear_rot_prize(Ti::MGOarashi::RotPrizeParam const&, int)		sim-high
0031a850	388	float	near	ghidra	54.62	006a7628	_ZN2dk18TREASURE_INFO_BASEaSERKS0_	dk::TREASURE_INFO_BASE::operator=(dk::TREASURE_INFO_BASE const&)		sim-high
00158dc0	384	float	near	lift	78.07	00095fe0	_ZN2dk12DangleCamera6updateEPNS_9ObjCameraE	dk::DangleCamera::update(dk::ObjCamera*)		high
00179718	384	float	near	lift	95.11	0047c5a8	_ZN2YS6PLAYER19exec_barrier_effectEv	YS::PLAYER::exec_barrier_effect()		high
00187ca0	384	float	near	m2c	60.55	00400f98	_ZN2YS3ACT4execEv	YS::ACT::exec()		high
0018eb98	384	loop	near	m2c	96.88	004090cc	_ZN2YS19ATTACK_WORK_MANAGER13check_reflectERNS_11ATTACK_WORKE	YS::ATTACK_WORK_MANAGER::check_reflect(YS::ATTACK_WORK&)		med
001b4430	384	float	near	m2c	68.21	004408e0	_ZN2YS5LIMIT5StartEiPNS_6PLAYERE	YS::LIMIT::Start(int, YS::PLAYER*)		med
0022e818	384	float	near	m2c	76.46	002d3300	_ZN2sa5EVENT13set_scale_seqERNS_9BIN_SCALEEP4TASK	sa::EVENT::set_scale_seq(sa::BIN_SCALE&, TASK*)		sim-high
0025adf0	384	branchy	near	ghidra	52.67	00306dc4	_ZN2Tz6CmSave13CtrlSlotCheckEv	Tz::CmSave::CtrlSlotCheck()		sim-high
00286298	384	loop	near	lift	61.99	003addb8	_ZN2Tz8CmNewFlg9CheckStatEv	Tz::CmNewFlg::CheckStat()		sim-med
0029de18	384	branchy	near	ghidra	78.42	0033d2e4	_ZN2Tz5JmDic9UpdateGraEv	Tz::JmDic::UpdateGra()		med
0011dd08	380	float	near	lift	64.81	000eefc0	_ZN2kn16mergeBoundingBoxEPNS_7FVectorEPPN2dk11ObjDrawListE	kn::mergeBoundingBox(kn::FVector*, dk::ObjDrawList**)		sim-low
0013e688	380	loop	near	lift	93.04	0005ef34	_ZN2dk6LockOn4initEv	dk::LockOn::init()		high
0017fba0	380	float	near	lift	84.82	0045c068	_ZN2YS6MOTION4calcEPN2kn7FMatrixE	YS::MOTION::calc(kn::FMatrix*)		high
001b0580	380	float	near	lift	44.18	00445040	_ZN2YS6LOOKAT12make_to_faceEv	YS::LOOKAT::make_to_face()		med
0024e228	380	branchy	near	lift	73.34	003d0bc0	_ZN2Tz4TTPT11UpdateScoreEv	Tz::TTPT::UpdateScore()		high
0026a238	380	branchy	near	m2c	94.14	003a4e20	_ZN2Tz7CmEquip10DrawUpdateEPNS_6SelectEii	Tz::CmEquip::DrawUpdate(Tz::Select*, int, int)		high
0027d868	380	branchy	near	lift	63.89	00395630	_ZN2Tz8CmConfig9ChgConfigEb	Tz::CmConfig::ChgConfig(bool)		med
0028ca78	380	loop	near	lift	87.65	00370b44	_ZN2Tz10MenuCursor4ExitEv	Tz::MenuCursor::Exit()		seed
002b2da8	380	branchy	near	m2c	85.46	0034f344	_ZN2Tz8JmPuzzle10ShowCursorEi	Tz::JmPuzzle::ShowCursor(int)		med
00128480	376	float	near	lift	91.49	000fa658	_ZN2kn16MotionPrototype016setConstantValueEPNS_8ModelObjE	kn::MotionPrototype0::setConstantValue(kn::ModelObj*)		sim-med
00161aa8	376	branchy	near	lift	98.47	00082f04	_ZN2dk6Camera11draw2CameraEv	dk::Camera::draw2Camera()		seed
001acdc0	376	loop	near	lift	93.35	004bca60	_ZN2YS11WINDOW_BASE5_drawEiiiii	YS::WINDOW_BASE::_draw(int, int, int, int, int)		med
001ccac0	376	float	near	lift	40.14	00484608	_ZN2YS11PRIZEEFFECT9vacuum_caEPNS_6BTLOBJE	YS::PRIZEEFFECT::vacuum_ca(YS::BTLOBJ*)		med
00233ce0	376	loop	near	ghidra	61.38	000cb594	_ZN2YI5MCARD4InitEv	YI::MCARD::Init()		med
002a1220	376	branchy	near	m2c	65.02	00336fbc	_ZN2Tz9JmDiagram12CreateActiveEv	Tz::JmDiagram::CreateActive()		high
002acb20	376	branchy	near	e3	92.98	0034c964	_ZN2Tz9JmNewInfo11isWorldHistEi	Tz::JmNewInfo::isWorldHist(int)		med
002c8680	376	loop	near	ghidra	96.57	003e855c	_ZN2dk15WM_LANDING_INFO8setupKeyEPKN8worldmap3KeyE	dk::WM_LANDING_INFO::setupKey(worldmap::Key const*)		sim-high
002cb200	376	loop	near	m2c	80.19	003e8e68	_ZN2dk15WM_LANDING_LIST17createLandingListEiRi	dk::WM_LANDING_LIST::createLandingList(int, int&)		med
00186d48	372	branchy	near	ghidra	67.59	00411e8c	_ZN2YS6BTLOBJ10add_damageEPNS_6DAMAGEE	YS::BTLOBJ::add_damage(YS::DAMAGE*)		med
0019a308	372	loop	near	m2c	72.04	004b1f48	_ZN2YS10UNIT_GROUP13init_minigameEv	YS::UNIT_GROUP::init_minigame()		med
001a5f50	372	loop	near	m2c	80.96	00446df0	_ZN2YS5MAGIC4InitEv	YS::MAGIC::Init()		med
001fbfd8	372	float	near	lift	78.91	005ab110	pppKeGrvEff	pppKeGrvEff		sim-med
0023cde8	372	loop	near	ghidra	69.71	000caa2c	_ZN2YI9VIBRATION6CreateEPc	YI::VIBRATION::Create(char*)		high
0026ff78	372	switch	near	lift	78.65	0039d480	_ZN2Tz8CmCustom15CtrlAutoConfirmEv	Tz::CmCustom::CtrlAutoConfirm()		high
00299290	372	branchy	near	lift	88.77	00326fc4	_ZN2Tz7JmAlbum13UpdateNewMarkEv	Tz::JmAlbum::UpdateNewMark()		med
001b50e0	368	float	near	lift	89.03	00440610	_ZN2YS5LIMIT12camera_startEPKcfb	YS::LIMIT::camera_start(char const*, float, bool)		med
001bb2c8	368	float	near	m2c	86.59	00452050	_ZN2YS7MISSION10CodeParserEPKNS_4CODEEPv	YS::MISSION::CodeParser(YS::CODE const*, void*)		med
0024e850	368	loop	near	lift	97.72	003cff84	_ZN2Tz4TTMY5SetupEv	Tz::TTMY::Setup()		high
002623c8	368	loop	near	lift	82.81	003a5ddc	_ZN2Tz6CmItem14CreateCategoryEv	Tz::CmItem::CreateCategory()		med
00283790	368	branchy	near	lift	73.83	00316d94	_ZN2Tz10CmTutorial9CreateGraEv	Tz::CmTutorial::CreateGra()		sim-high
002b14f0	368	branchy	near	lift	96.76	0035325c	_ZN2Tz8JmPuzzle11CtrlItemGetEv	Tz::JmPuzzle::CtrlItemGet()		med
002b3050	368	branchy	near	ghidra	80.85	0034f13c	_ZN2Tz8JmPuzzle12UpdateCursorEb	Tz::JmPuzzle::UpdateCursor(bool)		med
001b4dd0	364	float	near	lift	97.14	0043fbe8	_ZN2YS5LIMITD1Ev	YS::LIMIT::~LIMIT()		sim-high
001b7c80	364	float	near	lift	92.64	004667a4	_ZN2YS7OBJCLSN17calc_bounding_boxERN2dk6AabboxE	YS::OBJCLSN::calc_bounding_box(dk::Aabbox&)		high
0020c860	364	float	near	m2c	84.58	005d0348	_Z10set_matrixPA4_fS0_P24PRyjMegaBirthModelFilterP24VRyjMegaBirthModelFilterP14_PARTICLE_DATA	set_matrix(float (*) [4], float (*) [4], PRyjMegaBirthModelFilter*, VRyjMegaBirthModelFilter*, _PARTICLE_DATA*)		sim-med
00239988	364	float	near	lift	63.81	000c23d8	_ZN2YI8SEQUENCE4InitEPvPNS_5IMAGEE	YI::SEQUENCE::Init(void*, YI::IMAGE*)		sim-high
00256cc0	364	branchy	near	ghidra	78.94	00313424	_ZN2Tz5CmTop13CreatePadHelpEiii	Tz::CmTop::CreatePadHelp(int, int, int)		high
0026cc30	364	loop	near	lift	95.38	002fd8fc	_ZN2Tz7CmParty9LeaveListEv	Tz::CmParty::LeaveList()		seed
00285070	364	branchy	near	m2c	88.85	002ef058	_ZN2Tz6Ending8CtrlInfoEv	Tz::Ending::CtrlInfo()		med
002ac9b0	364	branchy	near	e3	94.95	0034c7dc	_ZN2Tz9JmNewInfo10isWorldNewEi	Tz::JmNewInfo::isWorldNew(int)		sim-high
002cf750	364	branchy	near	lift	92.40	0064d6d8	_ZN2Ti5MGObj13append_memberEjPN2YS10UNIT_GROUPEPKNS1_13UNIT_DATA_OBJEPNS_11MGObjMemberES8_	Ti::MGObj::append_member(unsigned int, YS::UNIT_GROUP*, YS::UNIT_DATA_OBJ const*, Ti::MGObjMember*, Ti::MGObjMember*)		med
001a5140	360	float	near	lift	69.38	00482f68	_ZN2YS5PRIZE14_OVR_check_getEPNS_11PRIZEEFFECTE	YS::PRIZE::_OVR_check_get(YS::PRIZEEFFECT*)		sim-high
001b4198	360	float	near	m2c	90.01	0047aebc	_ZN2YS7PIERROT6AddExpEPKNS_10ENEMYPARAMEPNS_3OBJERKN2kn7FVectorE	YS::PIERROT::AddExp(YS::ENEMYPARAM const*, YS::OBJ*, kn::FVector const&)		med
001d0678	360	float	near	lift	70.34	0044fae8	_ZN2YS6MICKEY24_OVR_exec_command_playerEPKNS_12COMMAND_ELEME	YS::MICKEY::_OVR_exec_command_player(YS::COMMAND_ELEM const*)		sim-high
001d0f08	360	float	near	lift	95.11	0049e3d8	_ZN2YS4SORA9_OVR_execEv	YS::SORA::_OVR_exec()		med
001d3c78	360	loop	near	ghidra	83.02	00441cc4	_ZNK2YS11LIMIT_TABLE9is_enableEv	YS::LIMIT_TABLE::is_enable() const		med
001d7218	360	branchy	near	lift	86.14	00457190	_ZN2YS7MISSION11OptionStartEi	YS::MISSION::OptionStart(int)		sim-med
001fc1a0	360	branchy	near	m2c	74.41	005ab30c	pppKeHitBorn	pppKeHitBorn		sim-med
00209178	360	float	near	lift	48.72	005c3de0	_Z6get_stP14PRyjDrawKekotoP14VRyjDrawKekoto	get_st(PRyjDrawKekoto*, VRyjDrawKekoto*)		sim-high
00246328	360	branchy	near	lift	91.17	003c2d28	_ZN2Tz4HECO4DrawEv	Tz::HECO::Draw()		high
00282b00	360	loop	near	lift	83.25	00322734	_ZN2Tz8ItemInfo12MakeEquipMsgEv	Tz::ItemInfo::MakeEquipMsg()		med
002b28b0	360	branchy	near	m2c	37.68	0034ef9c	_ZN2Tz8JmPuzzle6CalcUVEiiiPNS0_6SprtUVE	Tz::JmPuzzle::CalcUV(int, int, int, Tz::JmPuzzle::SprtUV*)		sim-med
002bfb90	360	loop	near	lift	74.43	003d77f0	_ZN8worldmap5Event4execEv	worldmap::Event::exec()		sim-high
00121218	356	loop	near	e3	52.02	000f484c	_ZN2kn8ModelSKL14setDisplayFlagEPcPs	kn::ModelSKL::setDisplayFlag(char*, short*)		sim-med
00170670	356	loop	near	lift	81.93	00415890	_ZN2YS10CACHE_BUFF15FlushCompactionEv	YS::CACHE_BUFF::FlushCompaction()		sim-med
001beb00	356	loop	near	m2c	95.19	0042b538	_ZN2YS13FIELD_COMMAND9make_formEv	YS::FIELD_COMMAND::make_form()		med
00258eb8	356	loop	near	m2c	62.46	002ec27c	_ZN2Tz6CmComm11SetDrawTimeEPNS_8MultiSeqE	Tz::CmComm::SetDrawTime(Tz::MultiSeq*)		high
00266c90	356	switch	near	lift	69.25	003b47b8	_ZN2Tz6CmStat14GetTopSelectorEv	Tz::CmStat::GetTopSelector()		med
0028f280	356	loop	near	lift	89.70	0037e2b8	_ZN2Tz7SelHist4InitEiiPNS_6LayoutEPKsS4_	Tz::SelHist::Init(int, int, Tz::Layout*, short const*, short const*)		high
002d74c8	356	float	near	lift	96.37	00636c48	_ZN2Ti12MGHachimitsu12reset_courseEib	Ti::MGHachimitsu::reset_course(int, bool)		med
002e20d8	356	straight	near	lift	92.73	00634744	_ZN2Ti12MG_EHSidecarC1Ei	Ti::MG_EHSidecar::MG_EHSidecar(int)		sim-high
00104f58	352	branchy	near	m2c	55.52	00041444	_ZN4AREA7MapJumpERS_jibi	AREA::MapJump(AREA&, unsigned int, int, bool, int)		high
001382e0	352	straight	near	lift	87.98	00081154	_ZN2dk13TREASURE_INFO15createEventInfoEv	dk::TREASURE_INFO::createEventInfo()		high
00140210	352	float	near	m2c	77.24	00066768	_ZN2dk9ObjCamera11auto_cameraEPN2YS3PADEf	dk::ObjCamera::auto_camera(YS::PAD*, float)		sim-med
0026e1e0	352	float	near	lift	88.30	0030abe8	_ZN2Tz8Selector9CreateObjEv	Tz::Selector::CreateObj()		med
0027bbe0	352	branchy	near	lift	92.49	00393a30	_ZN2Tz9CmAbility10DrawUpdateEPNS_6SelectEii	Tz::CmAbility::DrawUpdate(Tz::Select*, int, int)		med
0029dba0	352	straight	near	ghidra	73.75	0033d004	_ZN2Tz5JmDic8DrawMessEiijjPN2dk13SpriteMessageE	Tz::JmDic::DrawMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		sim-high
002a0200	352	straight	near	ghidra	74.40	0032b018	_ZN2Tz7JmAnsem8DrawMessEiijjPN2dk13SpriteMessageE	Tz::JmAnsem::DrawMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		sim-high
002a63a0	352	straight	near	ghidra	74.40	0032dcf4	_ZN2Tz8JmBattle8DrawMessEiijjPN2dk13SpriteMessageE	Tz::JmBattle::DrawMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		high
00140b68	348	switch	near	m2c	99.99	000687a8	_ZN2dk9ObjCamera6updateEb	dk::ObjCamera::update(bool)		high
001762f8	348	branchy	near	lift	71.77	004761d8	_ZN2YS5PARTY16_OVR_exec_damageEPNS_6DAMAGEE	YS::PARTY::_OVR_exec_damage(YS::DAMAGE*)		high
001b8520	348	float	near	lift	76.76	0043d2e8	_ZN2YS8LIBRETTO10CodeParserEPKNS_4CODEEPv	YS::LIBRETTO::CodeParser(YS::CODE const*, void*)		sim-high
001be9a0	348	loop	near	m2c	80.38	0042b358	_ZN2YS13FIELD_COMMAND9make_itemEv	YS::FIELD_COMMAND::make_item()		sim-high
002362b0	348	straight	near	e3	33.67	000ba3c8	_ZN2YI5IMAGE4InitEPv	YI::IMAGE::Init(void*)		sim-high
00236a58	348	loop	near	ghidra	83.68	000bb004	_ZN2YI12IMAGE_FREEZE4InitEPvP9ALLOCATOR	YI::IMAGE_FREEZE::Init(void*, ALLOCATOR*)		high
0023f1e0	348	loop	near	lift	94.75	003654c8	_ZN2Tz6LayMsg6createEiPNS_6LayoutEPKsS4_iii	Tz::LayMsg::create(int, Tz::Layout*, short const*, short const*, int, int, int)		high
002489d8	348	switch	near	lift	72.23	003ca98c	_ZN2Tz4MUMI7CtrlTopEv	Tz::MUMI::CtrlTop()		med
00286ec8	348	loop	near	ghidra	87.84	003b06cc	_ZN2Tz8CmNewFlg16isAbilityNewFormEii	Tz::CmNewFlg::isAbilityNewForm(int, int)		sim-high
001612b8	344	branchy	near	lift	96.98	0008a6fc	_ZN2dk5BgObj4initEP9ALLOCATORPNS_7MapFileE	dk::BgObj::init(ALLOCATOR*, dk::MapFile*)		sim-high
0017c930	344	float	near	lift	68.67	004031b0	_ZN2YS11ACTION_JUMP15calc_movement_yEPNS_3OBJE	YS::ACTION_JUMP::calc_movement_y(YS::OBJ*)		sim-high
001d7098	344	branchy	near	lift	76.51	00456fe0	_ZN2YS7MISSION10OptionInitEi	YS::MISSION::OptionInit(int)		sim-high
001dd920	344	loop	near	lift	96.93	002b3908	_ZN3ryj6EFFECT8DrawTaskEP4TASK	ryj::EFFECT::DrawTask(TASK*)		med
001f6eb8	344	float	near	m2c	86.03	005ac258	_Z17pppKeLnsLpTOtFuncP9VKeLnsLpTii	pppKeLnsLpTOtFunc(VKeLnsLpT*, int, int)		sim-low
002223f0	344	float	near	m2c	86.03	005cf8d0	_Z4calcP24VRyjMegaBirthModelFilterP24PRyjMegaBirthModelFilterP14_PARTICLE_DATAP6VColorP15_PARTICLE_COLOR	calc(VRyjMegaBirthModelFilter*, PRyjMegaBirthModelFilter*, _PARTICLE_DATA*, VColor*, _PARTICLE_COLOR*)		sim-med
0022ea28	344	float	near	m2c	66.33	002d3600	_ZN2sa5EVENT12set_turn_seqERNS_8BIN_TURNEP4TASK	sa::EVENT::set_turn_seq(sa::BIN_TURN&, TASK*)		med
00241008	344	loop	near	lift	96.81	0036acf4	_ZN2Tz5MCard15UpdateLocalInfoEv	Tz::MCard::UpdateLocalInfo()		high
002a7dc8	344	loop	near	ghidra	51.03	00341e6c	_ZN2Tz10JmMiniGame12ChkMGameInfoEv	Tz::JmMiniGame::ChkMGameInfo()		high
0015b368	340	loop	near	lift	85.91	00098ed4	_ZN2dk3Exp6createEiPN2YI5IMAGEEi	dk::Exp::create(int, YI::IMAGE*, int)		high
00178d28	340	float	near	m2c	77.91	0047d670	_ZN2YS6PLAYER11_OVR_attackEv	YS::PLAYER::_OVR_attack()		med
00180058	340	float	near	lift	91.76	0045afb0	_ZN2YS6MOTION8_captureEPNS_6BINARCEPKcfPN3ryj3PAXEPNS_3OBJEPi	YS::MOTION::_capture(YS::BINARC*, char const*, float, ryj::PAX*, YS::OBJ*, int*)		sim-high
0019a048	340	float	near	lift	94.19	004b1af8	_ZN2YS10UNIT_GROUP4execERN2kn7FVectorE	YS::UNIT_GROUP::exec(kn::FVector&)		med
001b99d0	340	loop	near	ghidra	70.93	0046cb14	_ZN2YS3OBJ10CalcMotionEv	YS::OBJ::CalcMotion()		med
00225898	340	branchy	near	lift	81.15	002c1f5c	_ZN2sa5EVENT12set_bgm_sendERNS_12BIN_SEND_BGMEP4TASK	sa::EVENT::set_bgm_send(sa::BIN_SEND_BGM&, TASK*)		med
00240450	340	loop	near	m2c	77.74	0036995c	_ZN2Tz5MCard11MakeIconsysEPci	Tz::MCard::MakeIconsys(char*, int)		sim-med
0026db60	340	loop	near	lift	96.22	00309680	_ZN2Tz8Selector4ExitEv	Tz::Selector::Exit()		high
002a3950	340	branchy	near	m2c	71.43	0035e438	_ZN2Tz10JmTreasure14UpdateItemMessEv	Tz::JmTreasure::UpdateItemMess()		med
002b31c0	340	straight	near	ghidra	75.22	00353620	_ZN2Tz8JmPuzzle8DrawMessEiijjPN2dk13SpriteMessageE	Tz::JmPuzzle::DrawMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		high
002bbf98	340	loop	near	ghidra	26.23	00139084	_ZN5SOUND8calcSe3DEv	SOUND::calcSe3D()		sim-low
001808c0	336	float	near	m2c	62.00	0045992c	_ZN2YS6MOTION14make_ik_adjustEPN2kn8IKAdjustE	YS::MOTION::make_ik_adjust(kn::IKAdjust*)		high
001d5518	336	branchy	near	lift	80.64	00458140	_ZN2YS14MISSION_CAMERA5startEPN3ryj3PAXEb	YS::MISSION_CAMERA::start(ryj::PAX*, bool)		med
001dfe88	336	float	near	lift	41.19	002b6c20	_ZN3ryj3PAX7MANAGER12set_bg_colorEb	ryj::PAX::MANAGER::set_bg_color(bool)		med
00225b88	336	branchy	near	e3	85.62	002c96fc	_ZN2sa5EVENT8checkEndEv	sa::EVENT::checkEnd()		med
0024ada0	336	branchy	near	m2c	73.54	003cd60c	_ZN2Tz4TRTE11CreateScoreEv	Tz::TRTE::CreateScore()		high
002748a0	336	branchy	near	ghidra	89.78	002f3ea4	_ZN2Tz6Jiminy10FadeOutAllEv	Tz::Jiminy::FadeOutAll()		med
00279860	336	loop	near	ghidra	83.99	0038e798	_ZN2Tz9CmAbility18GetFriendAbilityAIEv	Tz::CmAbility::GetFriendAbilityAI()		high
0029a8e0	336	loop	near	lift	94.42	0033dc48	_ZN2Tz5JmDic4ExitEv	Tz::JmDic::Exit()		sim-med
002e1288	336	float	near	lift	89.93	006332e8	_ZN2Ti11MG_ALEscape9post_execEv	Ti::MG_ALEscape::post_exec()		sim-med
00150a18	332	float	near	ghidra	50.09	000a8710	_ZN2dk18INFORMATION_WINDOW6updateEv	dk::INFORMATION_WINDOW::update()		high
00182280	332	switch	near	m2c	91.78	0040446c	_ZNK2YS8AREADATA8SETINDEX11signal_hookEPKNS0_4CODEE	YS::AREADATA::SETINDEX::signal_hook(YS::AREADATA::CODE const*) const		sim-med
0019dbc0	332	branchy	near	e3	80.75	00491ae4	_ZN2YS11RC_SEARCHER9check_setEiRKNS_6TARGETEii	YS::RC_SEARCHER::check_set(int, YS::TARGET const&, int, int)		sim-high
001a3018	332	loop	near	m2c	67.49	00436cfc	_ZN2YS4ITEM8WhereGetEiii	YS::ITEM::WhereGet(int, int, int)		high
001aabd8	332	straight	near	ghidra	99.94	0042dd3c	_ZN2YS4FONT11InitTextureEv	YS::FONT::InitTexture()		med
001d4180	332	loop	near	lift	77.55	00441f6c	_ZN2YS11LIMIT_TABLE9CheckReadEv	YS::LIMIT_TABLE::CheckRead()		med
001d42d0	332	loop	near	m2c	86.46	004422b4	_ZN2YS11LIMIT_TABLE8MakeMenuEPNS_12COMMAND_MENUE	YS::LIMIT_TABLE::MakeMenu(YS::COMMAND_MENU*)		med
001d63a8	332	float	near	lift	76.78	004d9590	_ZN2YS9ANTI_FORM7IsFinalEPNS_4SORAE	YS::ANTI_FORM::IsFinal(YS::SORA*)		sim-high
001f6148	332	float	near	lift	83.62	005a9d04	pppKeBornRnd4_Born	pppKeBornRnd4_Born		sim-high
00268c68	332	loop	near	m2c	78.94	0039f3ec	_ZN2Tz7CmEquip18SetEquipDefaultPosEv	Tz::CmEquip::SetEquipDefaultPos()		med
00277178	332	branchy	near	lift	94.19	00391af0	_ZN2Tz9CmAbility14SetupFromEquipEii	Tz::CmAbility::SetupFromEquip(int, int)		med
0027b0f8	332	branchy	near	lift	79.13	0038c604	_ZN2Tz9CmAbility11CreateGaugeEv	Tz::CmAbility::CreateGauge()		med
00282d70	332	loop	near	m2c	55.89	00323574	_ZN2Tz8ItemInfo12SortItemInfoEv	Tz::ItemInfo::SortItemInfo()		high
002b0e78	332	branchy	near	ghidra	58.05	00351d98	_ZN2Tz8JmPuzzle8PieceRotEj	Tz::JmPuzzle::PieceRot(unsigned int)		high
002d8670	332	float	near	lift	67.11	00638620	_ZN2Ti12MGHachimitsu9post_execEv	Ti::MGHachimitsu::post_exec()		med
00140618	328	float	near	m2c	52.24	00067370	_ZN2dk9ObjCamera18subjective_controlEPN2YS3PADE	dk::ObjCamera::subjective_control(YS::PAD*)		med
0016cd48	328	loop	near	lift	88.88	004b5770	_ZN2YS2VM4execEPS0_	YS::VM::exec(YS::VM*)		sim-high
00179308	328	float	near	m2c	70.54	0047dc90	_ZN2YS6PLAYER13ability_glideEv	YS::PLAYER::ability_glide()		med
001e7a98	328	loop	near	ghidra	64.60	005a63c8	_Z16pppCreatePObjectP9_pppMngStP12_pppPDataVal	pppCreatePObject(_pppMngSt*, _pppPDataVal*)		sim-med
00248f50	328	branchy	near	lift	88.20	003c9c04	_ZN2Tz4MUMI12DrawSelectorEPNS_6SelectEii	Tz::MUMI::DrawSelector(Tz::Select*, int, int)		high
0024c420	328	branchy	near	lift	88.20	003bd150	_ZN2Tz4HBTE12DrawSelectorEPNS_6SelectEii	Tz::HBTE::DrawSelector(Tz::Select*, int, int)		high
00250550	328	branchy	near	lift	88.20	003c7988	_ZN2Tz4LMMU12DrawSelectorEPNS_6SelectEii	Tz::LMMU::DrawSelector(Tz::Select*, int, int)		high
00252e50	328	loop	near	lift	84.48	003b8880	_ZN2Tz4ALCA7SetMessEv	Tz::ALCA::SetMess()		high
0029e808	328	float	near	m2c	60.27	0033d570	_ZN2Tz5JmDic8ZoomYrotEi	Tz::JmDic::ZoomYrot(int)		med
002a03d0	328	branchy	near	ghidra	87.55	0032a8a8	_ZN2Tz7JmAnsem13UpdateNewMarkEv	Tz::JmAnsem::UpdateNewMark()		high
002a65d0	328	branchy	near	ghidra	87.55	0032d584	_ZN2Tz8JmBattle13UpdateNewMarkEv	Tz::JmBattle::UpdateNewMark()		med
002aeba0	328	loop	near	m2c	88.27	00353c7c	_ZN2Tz8JmPuzzle4ExitEv	Tz::JmPuzzle::Exit()		sim-high
